ESTACION,MAGNITUD,ANO,MES,DIA,H08
39,7,2018,10,5,11.0
39,7,2018,10,6,64.0
39,7,2018,10,7,0.0
39,7,2018,10,8,55.0
39,7,2018,10,9,3.0
39,7,2018,10,10,5.0
39,7,2018,10,11,35.0
39,7,2018,10,12,2.0
39,7,2018,10,13,12.0
39,7,2018,10,14,1.0
39,7,2018,10,15,18.0
39,7,2018,10,16,25.0
39,7,2018,10,17,13.0
39,7,2018,10,18,5.0
39,7,2018,10,19,3.0
39,7,2018,10,20,1.0
39,7,2018,10,21,1.0
39,7,2018,10,22,106.0
39,7,2018,10,23,3.0
39,7,2018,10,24,63.0
39,7,2018,10,25,11.0
39,7,2018,10,26,19.0
39,7,2018,10,27,1.0
39,7,2018,10,28,1.0
39,7,2018,10,29,9.0
39,7,2018,10,30,9.0
39,7,2018,10,31,17.0
40,7,2018,10,1,1.0
40,7,2018,10,2,3.0
40,7,2018,10,3,3.0
40,7,2018,10,4,11.0
40,7,2018,10,5,23.0
40,7,2018,10,6,31.0
40,7,2018,10,7,1.0
40,7,2018,10,8,9.0
40,7,2018,10,9,14.0
40,7,2018,10,10,14.0
40,7,2018,10,11,11.0
40,7,2018,10,12,3.0
40,7,2018,10,13,11.0
40,7,2018,10,14,2.0
40,7,2018,10,15,31.0
40,7,2018,10,16,42.0
40,7,2018,10,17,27.0
40,7,2018,10,18,12.0
40,7,2018,10,19,3.0
40,7,2018,10,20,2.0
40,7,2018,10,21,1.0
40,7,2018,10,22,90.0
40,7,2018,10,23,6.0
40,7,2018,10,24,46.0
40,7,2018,10,25,55.0
40,7,2018,10,26,31.0
40,7,2018,10,27,6.0
40,7,2018,10,28,1.0
40,7,2018,10,29,6.0
40,7,2018,10,30,13.0
40,7,2018,10,31,19.0
47,7,2018,10,1,2.0
47,7,2018,10,2,2.0
47,7,2018,10,3,6.0
47,7,2018,10,4,10.0
47,7,2018,10,5,28.0
47,7,2018,10,6,34.0
47,7,2018,10,7,1.0
47,7,2018,10,8,24.0
47,7,2018,10,9,7.0
47,7,2018,10,10,31.0
47,7,2018,10,11,14.0
47,7,2018,10,12,1.0
47,7,2018,10,13,26.0
47,7,2018,10,14,1.0
47,7,2018,10,15,6.0
47,7,2018,10,16,21.0
47,7,2018,10,17,31.0
47,7,2018,10,18,17.0
47,7,2018,10,19,8.0
47,7,2018,10,20,4.0
47,7,2018,10,21,1.0
47,7,2018,10,22,30.0
47,7,2018,10,23,9.0
47,7,2018,10,24,56.0
47,7,2018,10,25,74.0
47,7,2018,10,26,70.0
47,7,2018,10,27,1.0
47,7,2018,10,28,1.0
47,7,2018,10,29,1.0
47,7,2018,10,30,5.0
47,7,2018,10,31,2.0
48,7,2018,10,1,1.0
48,7,2018,10,2,4.0
48,7,2018,10,3,2.0
48,7,2018,10,4,2.0
48,7,2018,10,5,5.0
48,7,2018,10,6,5.0
48,7,2018,10,7,1.0
48,7,2018,10,8,2.0
48,7,2018,10,9,2.0
48,7,2018,10,10,3.0
48,7,2018,10,11,14.0
48,7,2018,10,12,2.0
48,7,2018,10,13,3.0
48,7,2018,10,14,1.0
48,7,2018,10,15,19.0
48,7,2018,10,16,8.0
48,7,2018,10,17,6.0
48,7,2018,10,18,12.0
48,7,2018,10,19,3.0
48,7,2018,10,20,1.0
48,7,2018,10,21,1.0
48,7,2018,10,22,34.0
48,7,2018,10,23,3.0
48,7,2018,10,24,4.0
48,7,2018,10,25,12.0
48,7,2018,10,26,13.0
48,7,2018,10,27,1.0
48,7,2018,10,28,1.0
48,7,2018,10,29,13.0
48,7,2018,10,30,14.0
48,7,2018,10,31,22.0
49,7,2018,10,1,1.0
49,7,2018,10,2,1.0
49,7,2018,10,3,1.0
49,7,2018,10,4,2.0
49,7,2018,10,5,1.0
49,7,2018,10,6,3.0
49,7,2018,10,7,1.0
49,7,2018,10,8,3.0
49,7,2018,10,9,1.0
49,7,2018,10,10,4.0
49,7,2018,10,11,6.0
49,7,2018,10,12,1.0
49,7,2018,10,13,5.0
49,7,2018,10,14,1.0
49,7,2018,10,15,2.0
49,7,2018,10,16,3.0
49,7,2018,10,17,5.0
49,7,2018,10,18,2.0
49,7,2018,10,19,1.0
49,7,2018,10,20,1.0
49,7,2018,10,21,1.0
49,7,2018,10,22,17.0
49,7,2018,10,23,1.0
49,7,2018,10,24,5.0
49,7,2018,10,25,8.0
49,7,2018,10,26,10.0
49,7,2018,10,27,1.0
49,7,2018,10,28,1.0
49,7,2018,10,29,1.0
49,7,2018,10,30,2.0
49,7,2018,10,31,1.0
50,7,2018,10,1,3.0
50,7,2018,10,2,5.0
50,7,2018,10,3,4.0
50,7,2018,10,4,10.0
50,7,2018,10,5,9.0
50,7,2018,10,6,18.0
50,7,2018,10,7,2.0
50,7,2018,10,8,8.0
50,7,2018,10,9,5.0
50,7,2018,10,10,5.0
50,7,2018,10,11,6.0
50,7,2018,10,12,21.0
50,7,2018,10,13,8.0
50,7,2018,10,14,1.0
50,7,2018,10,15,57.0
50,7,2018,10,16,19.0
50,7,2018,10,17,17.0
50,7,2018,10,18,9.0
50,7,2018,10,19,8.0
50,7,2018,10,20,1.0
50,7,2018,10,21,1.0
50,7,2018,10,22,108.0
50,7,2018,10,23,3.0
50,7,2018,10,24,21.0
50,7,2018,10,25,16.0
50,7,2018,10,26,21.0
50,7,2018,10,27,13.0
50,7,2018,10,28,2.0
50,7,2018,10,29,44.0
50,7,2018,10,30,18.0
50,7,2018,10,31,73.0
54,7,2018,10,1,5.0
54,7,2018,10,2,14.0
54,7,2018,10,3,12.0
54,7,2018,10,4,27.0
54,7,2018,10,5,30.0
54,7,2018,10,6,69.0
54,7,2018,10,7,1.0
54,7,2018,10,8,24.0
54,7,2018,10,9,15.0
54,7,2018,10,10,37.0
54,7,2018,10,11,15.0
54,7,2018,10,12,1.0
54,7,2018,10,13,11.0
54,7,2018,10,14,1.0
54,7,2018,10,15,17.0
54,7,2018,10,16,40.0
54,7,2018,10,17,39.0
54,7,2018,10,18,17.0
54,7,2018,10,19,1.0
54,7,2018,10,20,1.0
54,7,2018,10,21,1.0
54,7,2018,10,22,194.0
54,7,2018,10,23,13.0
54,7,2018,10,24,41.0
54,7,2018,10,25,36.0
54,7,2018,10,26,38.0
54,7,2018,10,27,1.0
54,7,2018,10,28,1.0
54,7,2018,10,29,1.0
54,7,2018,10,30,9.0
54,7,2018,10,31,4.0
55,7,2018,10,1,7.0
55,7,2018,10,2,21.0
55,7,2018,10,3,19.0
55,7,2018,10,4,49.0
55,7,2018,10,5,39.0
55,7,2018,10,6,1.0
55,7,2018,10,7,1.0
55,7,2018,10,8,102.0
55,7,2018,10,9,59.0
55,7,2018,10,10,29.0
55,7,2018,10,11,80.0
55,7,2018,10,12,1.0
55,7,2018,10,13,40.0
55,7,2018,10,14,1.0
55,7,2018,10,15,30.0
55,7,2018,10,16,65.0
55,7,2018,10,17,56.0
55,7,2018,10,18,51.0
55,7,2018,10,19,12.0
55,7,2018,10,20,3.0
55,7,2018,10,21,2.0
55,7,2018,10,22,66.0
55,7,2018,10,23,48.0
55,7,2018,10,24,74.0
55,7,2018,10,25,106.0
55,7,2018,10,26,55.0
55,7,2018,10,27,15.0
55,7,2018,10,28,1.0
55,7,2018,10,29,6.0
55,7,2018,10,30,26.0
55,7,2018,10,31,9.0
56,7,2018,10,1,22.0
56,7,2018,10,2,24.0
56,7,2018,10,3,36.0
56,7,2018,10,4,59.0
56,7,2018,10,5,62.0
56,7,2018,10,6,26.0
56,7,2018,10,7,5.0
56,7,2018,10,8,27.0
56,7,2018,10,9,37.0
56,7,2018,10,10,45.0
56,7,2018,10,11,84.0
56,7,2018,10,12,18.0
56,7,2018,10,13,32.0
56,7,2018,10,14,6.0
56,7,2018,10,15,39.0
56,7,2018,10,16,34.0
56,7,2018,10,17,44.0
56,7,2018,10,18,66.0
56,7,2018,10,19,31.0
56,7,2018,10,20,19.0
56,7,2018,10,21,9.0
56,7,2018,10,22,50.0
56,7,2018,10,23,57.0
56,7,2018,10,24,60.0
56,7,2018,10,25,75.0
56,7,2018,10,26,59.0
56,7,2018,10,27,6.0
56,7,2018,10,28,10.0
56,7,2018,10,29,10.0
56,7,2018,10,30,46.0
56,7,2018,10,31,13.0
57,7,2018,10,1,1.0
57,7,2018,10,2,4.0
57,7,2018,10,3,2.0
57,7,2018,10,4,3.0
57,7,2018,10,5,4.0
57,7,2018,10,6,9.0
57,7,2018,10,7,1.0
57,7,2018,10,8,8.0
57,7,2018,10,9,4.0
57,7,2018,10,10,5.0
57,7,2018,10,11,27.0
57,7,2018,10,12,1.0
57,7,2018,10,13,4.0
57,7,2018,10,14,1.0
57,7,2018,10,15,4.0
57,7,2018,10,16,20.0
57,7,2018,10,17,7.0
57,7,2018,10,18,6.0
57,7,2018,10,19,3.0
57,7,2018,10,20,1.0
57,7,2018,10,21,1.0
57,7,2018,10,22,89.0
57,7,2018,10,23,4.0
57,7,2018,10,24,9.0
57,7,2018,10,25,4.0
57,7,2018,10,26,8.0
57,7,2018,10,27,4.0
57,7,2018,10,28,1.0
57,7,2018,10,29,3.0
57,7,2018,10,30,6.0
57,7,2018,10,31,6.0
58,7,2018,10,1,10.0
58,7,2018,10,2,13.0
58,7,2018,10,3,20.0
58,7,2018,10,4,18.0
58,7,2018,10,5,23.0
58,7,2018,10,6,2.0
58,7,2018,10,7,1.0
58,7,2018,10,8,9.0
58,7,2018,10,9,16.0
58,7,2018,10,10,6.0
58,7,2018,10,11,27.0
58,7,2018,10,12,2.0
58,7,2018,10,13,18.0
58,7,2018,10,14,1.0
58,7,2018,10,15,8.0
58,7,2018,10,16,36.0
58,7,2018,10,17,39.0
58,7,2018,10,18,19.0
58,7,2018,10,19,2.0
58,7,2018,10,20,1.0
58,7,2018,10,21,1.0
58,7,2018,10,22,44.0
58,7,2018,10,23,5.0
58,7,2018,10,24,33.0
58,7,2018,10,25,40.0
58,7,2018,10,26,23.0
58,7,2018,10,27,2.0
58,7,2018,10,28,5.0
58,7,2018,10,29,3.0
58,7,2018,10,30,4.0
58,7,2018,10,31,6.0
59,7,2018,10,1,1.0
59,7,2018,10,2,1.0
59,7,2018,10,3,1.0
59,7,2018,10,4,2.0
59,7,2018,10,5,1.0
59,7,2018,10,6,1.0
59,7,2018,10,7,1.0
59,7,2018,10,8,5.0
59,7,2018,10,9,5.0
59,7,2018,10,10,1.0
59,7,2018,10,11,44.0
59,7,2018,10,12,1.0
59,7,2018,10,13,11.0
59,7,2018,10,14,1.0
59,7,2018,10,15,5.0
59,7,2018,10,16,10.0
59,7,2018,10,17,15.0
59,7,2018,10,18,4.0
59,7,2018,10,19,1.0
59,7,2018,10,20,1.0
59,7,2018,10,21,1.0
59,7,2018,10,22,11.0
59,7,2018,10,23,2.0
59,7,2018,10,24,4.0
59,7,2018,10,25,13.0
59,7,2018,10,26,3.0
59,7,2018,10,27,4.0
59,7,2018,10,28,1.0
59,7,2018,10,29,1.0
59,7,2018,10,30,2.0
59,7,2018,10,31,3.0
60,7,2018,10,1,1.0
60,7,2018,10,2,18.0
60,7,2018,10,3,3.0
60,7,2018,10,4,9.0
60,7,2018,10,5,24.0
60,7,2018,10,6,10.0
60,7,2018,10,7,1.0
60,7,2018,10,8,17.0
60,7,2018,10,9,9.0
60,7,2018,10,10,8.0
60,7,2018,10,11,13.0
60,7,2018,10,12,4.0
60,7,2018,10,13,9.0
60,7,2018,10,14,3.0
60,7,2018,10,15,8.0
60,7,2018,10,16,23.0
60,7,2018,10,17,42.0
60,7,2018,10,18,10.0
60,7,2018,10,19,7.0
60,7,2018,10,20,4.0
60,7,2018,10,21,5.0
60,7,2018,10,22,55.0
60,7,2018,10,23,11.0
60,7,2018,10,24,54.0
60,7,2018,10,25,36.0
60,7,2018,10,26,45.0
60,7,2018,10,27,5.0
60,7,2018,10,28,7.0
60,7,2018,10,29,8.0
60,7,2018,10,30,8.0
60,7,2018,10,31,10.0
